State,District,Latitude,Longitude
Chhattisgarh,Dakshin Bastar Dantewada,18.6538540865385,81.0720012019231
Chhattisgarh,Dhamtari,20.5549126272912,81.7569195519348
Chhattisgarh,Durg,21.1944638492872,81.331816395112
Chhattisgarh,Janjgir-Champa,21.96109375,82.8049540865384
Chhattisgarh,Jashpur,22.7728616766467,83.8703962075848
Chhattisgarh,Uttar Bastar Kanker,20.1394612850082,81.0691308072487
Chhattisgarh,Kawardha,22.0480007920792,81.1627118811882
Chhattisgarh,Korba,22.4917125,82.5760432692307
Chhattisgarh,Koriya,23.504127768595,82.1251563636364
Chhattisgarh,Mahasamund,21.2237270377734,82.6592542743538
Chhattisgarh,Raigarh,22.0082650684932,83.2779769863013
Chhattisgarh,Raipur,20.8860315384615,82.2003275961539
Chhattisgarh,Rajnandgaon,21.0584147349506,80.7852669362084
Chhattisgarh,Surguja,23.3271927872861,83.2358249388753
Dadra and Nagar Haveli,Dadra and Nagar Haveli,20.2151321705426,73.0945496124031
Daman and Diu,Daman,20.4316166666667,72.8392366071429
Daman and Diu,Junagadh,20.7256819949811,70.8398563989961
Daman and Diu,Diu,20.7145798609607,70.9812791579712
Goa,North Goa,15.5487234187141,73.8066799790904
Goa,South Goa,15.1952786581838,73.941792596877
Gujarat,Ahmedabad,22.6054255649717,72.2389813559323
Gujarat,Amreli,21.0483264931087,71.4345763782543
Gujarat,Anand,22.2827182062299,72.5778205155745
Gujarat,Banaskantha,24.2585389655173,71.9320525287356
Gujarat,Bharuch,21.7578727623776,72.673263467108
Gujarat,Bhavnagar,21.7021939034174,72.1627263276114
Gujarat,Dahod,22.8979922522522,73.9917061261261
Gujarat,Gandhinagar,23.1936797900263,72.6722167979003
Gujarat,Jamnagar,22.4106004142633,69.6206200576823
Gujarat,Junagadh,20.9295230116098,70.5473389014035
Gujarat,Kutch,23.4805720330131,68.8219230149792
Gujarat,Kheda,22.887653125,73.018803515625
Gujarat,Mehsana,23.5293554528651,72.4554519408503
Gujarat,Narmada,21.7066638629283,73.6840320872274
Gujarat,Navsari,20.866973318872,72.8618486984816
Gujarat,Panchmahal,22.804356068376,73.6198459829059
Gujarat,Patan,23.8063419847328,71.7516297709924
Gujarat,Porbandar,21.5509235165157,69.7189698772289
Gujarat,Rajkot,22.4060337771549,70.8367943938332
Gujarat,Sabarkantha,23.7180359454855,73.1363879045996
Gujarat,Surat,21.2576137277209,72.9348871634434
Gujarat,Surendranagar,22.8267200729927,71.4835874087591
Gujarat,The Dangs,20.801633877551,73.6883518367347
Gujarat,Vadodara,22.2613373927959,73.4943301029159
Gujarat,Valsad,20.4423823164426,72.9148584798345
Haryana,Ambala,30.3503672316384,76.9497031073446
Haryana,Bhiwani,28.7288680645161,76.0211022580645
Haryana,Faridabad,28.148731097561,77.3271853658537
Haryana,Fatehabad,29.5729831858407,75.5460871681416
Haryana,Gurugram,28.0438947895792,77.0193513026052
Haryana,Hisar,29.2362873111782,75.8432468277945
Haryana,Jhajjar,28.5965186813187,76.6113714285715
Haryana,Jind,29.4514982195846,76.2959857566765
Haryana,Kaithal,29.9606853909465,76.3769893004116
Haryana,Karnal,29.7032006472492,76.8748802588997
Haryana,Kurukshetra,30.0565265984655,76.787746803069
Haryana,Mahendragarh,28.1352161458333,76.1401807291666
Haryana,Panchkula,30.7008971428571,76.9717323809524
Haryana,Panipat,29.3435213414634,76.9289591463415
Haryana,Rewari,28.191647148289,76.5595600760456
Haryana,Rohtak,28.8925176470588,76.5312323529412
Haryana,Sirsa,29.6358344632768,74.9097048022599
Haryana,Sonipat,29.058057079646,76.8558707964602
Haryana,Yamunanagar,30.2646618257261,77.3165282157676
Haryana,Charkhi Dadri,28.5933378152662,76.2669182113992
Haryana,Nuh,28.1028482105363,76.9929779930222
Haryana,Palwal,29.9511954179528,76.8697756440603
Himachal Pradesh,Bilaspur,31.3780422907489,76.6531607929516
Himachal Pradesh,Chamba,32.6674181459566,76.3935406311637
Himachal Pradesh,Hamirpur,31.6766848101266,76.4976708860759
Himachal Pradesh,Kangra,32.1409360323886,76.4120591093117
Himachal Pradesh,Kinnaur,31.6066718406593,78.5161373626374
Himachal Pradesh,Kullu,31.9091192207792,77.4092264935065
Himachal Pradesh,Lahaul and Spiti,32.5171703065134,77.6247097701149
Himachal Pradesh,Mandi,31.6358059405941,76.9655693069307
Himachal Pradesh,Shimla,31.1557254518073,77.6257304216867
Himachal Pradesh,Sirmaur,30.6827644539614,77.4318468950749
Himachal Pradesh,Solan,31.038643119266,76.9444214067278
Himachal Pradesh,Una,31.5833038834951,76.1835393203884
Jammu and Kashmir,Anantnag,33.7602727272727,75.3039060606061
Jammu and Kashmir,Budgam,33.9325811320755,74.7979811320755
Jammu and Kashmir,Baramulla,34.3812537572254,74.7635994219653
Jammu and Kashmir,Doda,33.3596146757679,76.0716372013652
Jammu and Kashmir,Jammu,32.7131990950226,74.8477520361991
Ladakh,Kargil,33.5659948948949,76.6367531531531
Jammu and Kashmir,Kathua,32.5178167832168,75.589013986014
Jammu and Kashmir,Kupwara,34.5992347368421,74.2158768421053
Ladakh,Leh,33.5857922029703,78.3072592821782
Jammu and Kashmir,Pulwama,33.8841441860465,75.0092186046512
Jammu and Kashmir,Punch,33.7912412903226,74.2959316129032
Jammu and Kashmir,Rajouri,33.2723219858156,74.4077687943263
Jammu and Kashmir,Srinagar,34.2731289855072,75.1102115942029
Jammu and Kashmir,Udhampur,33.0477067073171,75.1528695121951
Jharkhand,Bokaro,23.6814965034965,85.9839837412586
Jharkhand,Chatra,24.1161994575045,84.9329580470163
Jharkhand,Deoghar,24.3307010075567,86.7569763224181
Jharkhand,Dhanbad,23.8545090909091,86.4037292490118
Jharkhand,Dumka,24.2750061255743,87.2766245022971
Jharkhand,Garhwa,24.0821146892655,83.6866426553672
Jharkhand,Giridih,24.3057850987433,86.0871091561939
Jharkhand,Godda,24.8189,87.2941735483871
Jharkhand,Gumla,23.0785329489291,84.550567874794
Jharkhand,Hazaribagh,23.9432419739696,85.4944131236443
Jharkhand,Jamtara,23.978733180778,86.9532508009153
Jharkhand,Koderma,24.556719434629,85.7169091872792
Jharkhand,Latehar,23.7251118584071,84.4829874336284
Jharkhand,Lohardaga,23.4887960431655,84.6605169064748
Jharkhand,Pakur,24.5726042808219,87.6969196917808
Jharkhand,Palamu,24.1969259681093,84.203108428246
Jharkhand,West Singhbhum,22.3994084876543,85.5409841049382
Jharkhand,East Singhbhum,22.5913343629344,86.5091013513514
Jharkhand,Ranchi,23.1842350613915,85.317819372442
Jharkhand,Sahibganj,24.9366798969072,87.6826409793814
Jharkhand,Saraikela-Kharsawan,22.8559139211137,85.8961491879351
Jharkhand,Simdega,22.6087603911981,84.5919369193154
Jharkhand,Khunti,23.067627937842,85.2790546720135
Jharkhand,Ramgarh,23.6293777325233,85.5138659513606
Karnataka,Bagalkote,16.158606763285,75.6452607085347
Karnataka,Bengaluru Rural,12.9368270877945,77.4736931477517
Karnataka,Bengaluru Urban,12.9019249307479,77.5868559556787
Karnataka,Belgaum,16.1610721915285,74.7232904235728
Karnataka,Ballari,15.0743775482094,76.4722847107437
Karnataka,Bidar,17.9503617307692,77.1945996153846
Karnataka,Bijapur,16.8401531666667,75.9590916666667
Karnataka,Chamarajanagara,11.95248,77.0238496
Karnataka,Chikkamagaluru,13.4252882896764,75.6762650231125
Karnataka,Chitradurga,14.2910222039474,76.5782195723684
Karnataka,Dakshina Kannada,12.8912045481747,74.9621627767803
Karnataka,Davanagere,14.3304145867099,75.9172384116694
Karnataka,Dharwad,15.3438313769752,75.1383126410836
Karnataka,Gadag,15.5071282568807,75.648613027523
Karnataka,Gulbarga,17.0704595159516,76.8750385038503
Karnataka,Hassan,12.94509875,76.1104955
Karnataka,Haveri,14.7375828092243,75.3961230607966
Karnataka,Kodagu,12.3968446808511,75.7933659574469
Karnataka,Kolar,13.3127998812352,78.0137694774348
Karnataka,Koppal,15.651253271028,76.1617048598131
Karnataka,Mandya,12.5749018062397,76.8157009852217
Karnataka,Mysuru,12.2481002594034,76.5288180285344
Karnataka,Raichur,16.0507953539823,76.8736860619469
Karnataka,Shivamogga,14.0638458856346,75.178820781032
Karnataka,Tumakuru,13.592467760075,77.0229796626055
Karnataka,Udupi,13.4504042285346,74.7200999031634
Karnataka,Uttara Kannada,14.5389579762442,74.3522908134111
Kerala,Alappuzha,9.54260296559909,76.3801079626332
Kerala,Ernakulam,10.0048793019874,76.2695772903538
Kerala,Idukki,9.80480963855423,77.0458664156626
Kerala,Kannur,11.9415230769231,75.3520989172593
Kerala,Kasaragod,12.3331030991297,75.0776849713437
Kerala,Kollam,8.92938882057016,76.6360775852431
Kerala,Kottayam,9.64370117406842,76.460596733027
Kerala,Kozhikode,11.392924270557,75.7115872015915
Kerala,Malappuram,10.9732987566607,75.9391077560688
Kerala,Palakkad,10.7849269035533,76.4998049069374
Kerala,Pathanamthitta,9.29131239316241,76.8641232905983
Kerala,Thiruvananthapuram,8.53710175908222,76.8871150286807
Kerala,Thrissur,10.4589326479077,76.1232194083695
Kerala,Wayanad,11.7152774647887,76.0758700704225
Lakshadweep,Kavaratti,10.4363905266015,72.8299274429967
Madhya Pradesh,Anuppur,23.1818422043011,81.8656000000001
Madhya Pradesh,Ashoknagar,24.6309884615385,77.8297449392713
Madhya Pradesh,Balaghat,21.8002072064057,80.421700533808
Madhya Pradesh,Barwani,21.7021357142857,74.9100471971067
Madhya Pradesh,Betul,21.9646263157895,77.7873428189117
Madhya Pradesh,Bhind,26.3595112618724,78.7618324287653
Madhya Pradesh,Bhopal,23.4807261437909,77.3924662309368
Madhya Pradesh,Burhanpur,21.3645672544081,76.2446047858943
Madhya Pradesh,Chhatarpur,24.81363737646,79.5644929919137
Madhya Pradesh,Chhindwara,22.2279669717138,78.7641313643925
Madhya Pradesh,Damoh,23.766244079602,79.4704930348259
Madhya Pradesh,Datia,25.9022643956044,78.6391657142857
Madhya Pradesh,Dewas,22.7851110021322,76.4608880597016
Madhya Pradesh,Dhar,22.5726817189632,75.1105620736698
Madhya Pradesh,Dindori,22.8373843704776,81.0433296671491
Madhya Pradesh,East Nimar,22.0989856007067,76.5580550353356
Madhya Pradesh,Guna,24.4904392717816,77.2235895968791
Madhya Pradesh,Gwalior,26.0407444196429,78.1278243303571
Madhya Pradesh,Harda,22.2276597811218,77.0702257181944
Madhya Pradesh,Hoshangabad,22.5952688019967,78.0216809484193
Madhya Pradesh,Indore,22.6802657521286,75.9133801324502
Madhya Pradesh,Jabalpur,23.1852557232704,79.9832875471698
Madhya Pradesh,Jhabua,22.4195780153978,74.4092161676647
Madhya Pradesh,Katni,23.7244162291169,80.3381966587113
Madhya Pradesh,Mandla,22.7034871244635,80.3860054363375
Madhya Pradesh,Mandsaur,24.1927876404494,75.4358866773676
Madhya Pradesh,Morena,26.3731350453172,77.8844734138972
Madhya Pradesh,Narsinghpur,22.9513446830266,79.002024233129
Madhya Pradesh,Neemuch,24.7031189333334,75.0660818666666
Madhya Pradesh,Panna,24.4513258400927,80.2113300115875
Madhya Pradesh,Raisen,23.2925182065217,78.1630549592391
Madhya Pradesh,Rajgarh,23.7854990264256,76.6643122392212
Madhya Pradesh,Ratlam,23.5035622905028,75.1489578212291
Madhya Pradesh,Rewa,24.8611846251589,81.5757246505718
Madhya Pradesh,Sagar,23.8003187096774,78.7194035777127
Madhya Pradesh,Satna,24.627776217765,80.755470487106
Madhya Pradesh,Sehore,22.9297199679658,77.0678020288309
Madhya Pradesh,Seoni,22.3323048780487,79.6605386392811
Madhya Pradesh,Shahdol,23.4485986455982,81.4596831828442
Madhya Pradesh,Shajapur,23.5666203172205,76.3355518126888
Madhya Pradesh,Sheopur,25.7801481099656,77.1691111683848
Madhya Pradesh,Shivpuri,25.3780245187437,77.7486160081055
Madhya Pradesh,Sidhi,24.1754718995291,82.1053783359498
Madhya Pradesh,Tikamgarh,25.1409985210467,78.8935706484643
Madhya Pradesh,Ujjain,23.3192888627451,75.8038371764706
Madhya Pradesh,Umaria,23.5960106306306,80.9087947747748
Madhya Pradesh,Vidisha,23.8283830798479,77.9013507604563
Madhya Pradesh,West Nimar,22.02714,75.8734374248927
Maharashtra,Ahmednagar,19.2175990320179,74.6922026061057
Maharashtra,Akola,20.7463104790419,77.1212232035928
Maharashtra,Amravati,21.1652099181074,77.6758350318472
Maharashtra,Aurangabad,20.0979228832952,75.3207219679633
Maharashtra,Bhandara,21.2117926497277,80.1095019963702
Maharashtra,Beed,18.952353340081,75.6931970647773
Maharashtra,Buldhana,20.5668061118335,76.390178803641
Maharashtra,Chandrapur,20.0956090909091,79.3155638047139
Maharashtra,Dhule,21.2740186904005,74.5871907183726
Maharashtra,Gadchiroli,19.7955460966543,80.309655638166
Maharashtra,Gondia,21.225008411215,80.1752269859813
Maharashtra,Greater Bombay,19.085069788027,72.8426196133242
Maharashtra,Hingoli,19.5952530224525,77.0923941278065
Maharashtra,Jalgaon,20.8828943415638,75.551404218107
Maharashtra,Jalna,19.9846125348189,75.9847360724234
Maharashtra,Kolhapur,16.448813015873,74.1289715079365
Maharashtra,Latur,18.3486872689939,76.7581260780287
Maharashtra,Nagpur,21.1965568627451,79.0216617647058
Maharashtra,Nanded,19.209316983017,77.6829048951049
Maharashtra,Nandurbar,21.5231756252481,74.3263875744343
Maharashtra,Nashik,20.2669128712871,74.0382416831683
Maharashtra,Osmanabad,18.1945945606694,75.9949557531381
Maharashtra,Parbhani,19.3103242524917,76.7016333887043
Maharashtra,Pune,18.5169617142857,74.1292288163265
Maharashtra,Raigad,18.453257637846,73.0090609418579
Maharashtra,Ratnagiri,17.2101950701277,73.257258938664
Maharashtra,Sangli,17.1549301810865,74.7071382293763
Maharashtra,Satara,17.6737908974359,74.1805206410256
Maharashtra,Sindhudurg,16.1709480497772,73.5132900817234
Maharashtra,Solapur,17.8373579375848,75.4239482360922
Maharashtra,Thane,19.6987677474403,72.7988274256458
Maharashtra,Wardha,20.8074302439024,78.5725910569106
Maharashtra,Washim,20.2822823943662,77.2550239436621
Maharashtra,Yavatmal,20.0425834673816,78.0532637176048
Maharashtra,Mumbai,19.0814849086595,72.8741223642664
Maharashtra,Mumbai Suburban,19.2224052279428,72.8887347099021
Maharashtra,Palghar,19.7030088466614,72.7660386748799
Manipur,Bishnupur,24.5071211180124,93.8246236024845
Manipur,Chandel,24.2635812987013,94.0944384415585
Manipur,Churachandpur,24.303097188755,93.3867150602408
Manipur,East Imphal,24.8210580722892,93.6695120481927
Manipur,Senapati,25.0846558603491,94.0336623441396
Manipur,Tamenglong,24.9831294223826,93.494507400722
Manipur,Thoubal,24.5453925531915,93.9795989361702
Manipur,Ukhrul,25.0590031496063,94.4412956692914
Manipur,West Imphal,24.7940055865922,93.8885905027933
Meghalaya,East Garo Hills,25.8272822822823,90.6468492492492
Meghalaya,East Khasi Hills,25.3037638888889,91.7592251984127
Meghalaya,Jaintia Hills,25.3395955706984,92.376081601363
Meghalaya,Ribhoi,25.897066004415,91.8451615894039
Meghalaya,South Garo Hills,25.2405685785536,90.6456034912718
Meghalaya,West Garo Hills,25.4952851851852,90.0370994708994
Meghalaya,West Khasi Hills,25.5008899267399,91.2536454212454
Mizoram,Aizawl,23.907813354531,92.8535945945947
Mizoram,Champhai,23.5416658097687,93.2422179948586
Mizoram,Kolasib,24.2020004347826,92.7347039130435
Mizoram,Lawngtlai,22.3610284313725,92.6696415686275
Mizoram,Lunglei,23.0077170361727,92.6351255542589
Mizoram,Mamit,23.7385294250282,92.4330803833147
Mizoram,Saiha,22.3574480106101,93.0282793103449
Mizoram,Hnahthial,22.9655838992527,92.9297018138187
Mizoram,Khawzawl,23.5345517351474,93.1818239340397
Mizoram,Saitual,23.9707835482434,92.5755106836771
Mizoram,Serchhip,23.2638647058823,92.914158496732
Nagaland,Dimapur,25.8141768115942,93.7507405797101
Nagaland,Kohima,25.6031142857143,93.7860065759637
Nagaland,Mokokchung,26.4789117647059,94.522426006192
Nagaland,Mon,26.6920737430168,95.0307298882683
Nagaland,Phek,25.6327298657718,94.5681456375839
Nagaland,Tuensang,26.2110445328032,94.8580988071571
Nagaland,Wokha,26.2026115511551,94.1990815181518
Nagaland,Zunheboto,26.0281782051282,94.5002666666667
Nagaland,Kiphire,25.8690563076468,94.7852487088044
Nagaland,Longleng,26.4901291630423,94.8193587880844
Nagaland,Mon,26.7378855917272,95.0622784014067
Nagaland,Peren,25.5124966249234,93.7384414871816
Odisha,Angul,21.1207061976549,84.9983921273033
Odisha,Balasore,21.4857093231162,87.0808582801193
Odisha,Bargarh,21.1324063793104,83.2644449999999
Odisha,Bhadrak,20.9526273525721,86.8149620451693
Odisha,Bolangir,20.6163002985074,83.215200597015
Odisha,Boudh,20.5831907407407,84.1236330687831
Odisha,Cuttack,20.4076406460296,85.7776810228802
Odisha,Deogarh,21.4314620155039,84.8145248062016
Odisha,Dhenkanal,20.7988715935335,85.5322683602771
Odisha,Gajapati,19.1210808823529,84.1401509191176
Odisha,Ganjam,19.2632617564534,84.802977104377
Odisha,Jagatsinghpur,20.1144431836091,86.4326525873392
Odisha,Jajpur,20.8532490942029,86.1527730072463
Odisha,Jharsuguda,21.8270585669782,83.9358168224299
Odisha,Kalahandi,19.7842530927835,83.1124043814433
Odisha,Kandhamal,20.0928786248131,84.0221635276533
Odisha,Kendrapara,20.6063198159823,86.83763247572
Odisha,Kendujhar,21.4922574025974,85.7627698701299
Odisha,Khordha,20.0541623222749,85.5223483412323
Odisha,Koraput,18.8262779477948,82.8127846984696
Odisha,Malkangiri,18.2522793036751,81.9829363636363
Odisha,Mayurbhanj,21.8976215451578,86.4030408052231
Odisha,Nabarangpur,19.5130471669219,82.4204196018377
Odisha,Nayagarh,20.1928956221198,85.0561470046083
Odisha,Nuapada,20.4713095121951,82.5915253658537
Odisha,Puri,19.8350917460318,85.8669898989898
Odisha,Rayagada,19.2928400200602,83.458601203611
Odisha,Sambalpur,21.5157523809524,84.3495848324516
Odisha,Subarnapur,20.8908032934132,83.7685263473054
Odisha,Sundargarh,22.0635481927711,84.505248192771
Odisha,Balangir,20.7012235098105,83.4846107492868
Odisha,Sundargarh,22.1231145062735,84.0321169565861
Puducherry,Karaikal,10.8761617260788,79.82369793621
Puducherry,Mahe,12.0064207937878,75.2827502157033
Puducherry,Puducherry,11.8878062695925,79.7971096133752
Puducherry,Yanam,16.7076956521739,82.2618730434783
Punjab,Amritsar,31.5486798206278,74.7988385650224
Punjab,Bathinda,30.1905246119734,75.0568589800444
Punjab,Faridkot,30.591187250996,74.7975155378486
Punjab,Fatehgarh Sahib,30.6429094736842,76.3620839473684
Punjab,Ferozepur,30.6340753521127,74.4024573239437
Punjab,Gurdaspur,32.0428337121213,75.3204064393939
Punjab,Hoshiarpur,31.5515716981132,75.8469857442349
Punjab,Jalandhar,31.2503369072165,75.5440035051546
Punjab,Kapurthala,31.3365926380368,75.4764116564418
Punjab,Ludhiana,30.7659639737991,75.8311085152838
Punjab,Mansa,29.9195477142857,75.4304922857143
Punjab,Moga,30.7565400673401,75.1600845117845
Punjab,Muktsar,30.312433033033,74.5518747747748
Punjab,Nawan Shehar,31.1334454545454,76.1019243636364
Punjab,Patiala,30.2145403806934,76.275058939497
Punjab,Rupnagar,30.9109373307543,76.5374350096713
Punjab,Sangrur,30.1850452043369,75.894370141785
Rajasthan,Ajmer,26.1993003787879,74.6990419191919
Rajasthan,Alwar,27.5527173803526,76.6535963056256
Rajasthan,Banswara,23.453642032967,74.4424686813187
Rajasthan,Baran,24.9802324324324,76.8621065182829
Rajasthan,Barmer,25.7707090804598,71.5029712643678
Rajasthan,Bharatpur,27.3241185803758,77.2175207724426
Rajasthan,Bhilwara,25.4511976775956,74.6394759562842
Rajasthan,Bikaner,28.1248906832298,73.2694332298137
Rajasthan,Bundi,25.4858071604938,75.7998407407408
Rajasthan,Chittorgarh,24.6316237616655,74.8001099784638
Rajasthan,Churu,28.2933037553648,74.6584642703863
Rajasthan,Dausa,26.9123481762918,76.5734209726444
Rajasthan,Dholpur,26.7239705494505,77.7447621978022
Rajasthan,Dungarpur,23.7510480769231,73.8476564102565
Rajasthan,Ganganagar,29.256785412668,73.5619230326295
Rajasthan,Hanumangarh,29.1813351791531,74.746325732899
Rajasthan,Jaipur,27.0334592901879,75.7711728601253
Rajasthan,Jaisalmer,26.8690083854819,71.1837187734668
Rajasthan,Jalore,25.0757809379728,72.1864726172466
Rajasthan,Jhalawar,24.2472554147466,76.1124289170507
Rajasthan,Jhunjhunu,28.135174012474,75.5284089397089
Rajasthan,Jodhpur,26.678460838537,73.0045084745763
Rajasthan,Karauli,26.5190155555556,76.9608181818182
Rajasthan,Kota,25.17571808,76.18618928
Rajasthan,Nagaur,27.0786201604815,74.1421566700101
Rajasthan,Pali,25.8049039354187,73.5528564076691
Rajasthan,Rajsamand,25.2489476744186,73.9657021594684
Rajasthan,Sawai Madhopur,26.2510811802233,76.4219283891548
Rajasthan,Sikar,27.6464405864198,75.293174228395
Rajasthan,Sirohi,24.7976905263158,72.7530913157894
Rajasthan,Tonk,26.1539350717079,75.7919221642764
Rajasthan,Udaipur,24.4407675213675,73.8402983974359
Rajasthan,Pratapgarh,24.0305985242083,74.780110579408
Rajasthan,BSF Camp,26.4222733069872,73.0636549690133
Sikkim,East Sikkim,27.2960035294117,88.7490839215686
Sikkim,North Sikkim,27.8138100470957,88.5420056514914
Sikkim,South Sikkim,27.2780216216216,88.375385945946
Sikkim,West Sikkim,27.3359816,88.1580120000001
